gene,mean_effect,n_lines,lineage
OCM,0.0669,1165,all
OCM2,-0.0437,1165,all
OCRL,-0.0037,1208,all
OCSTAMP,0.0634,1208,all
ODAD1,-0.1711,1208,all
ODAD2,0.0372,1208,all
ODAD3,-0.0278,1208,all
ODAD4,-0.0439,74,all
ODAM,0.1123,1208,all
ODAPH,0.0019,1208,all
ODC1,0.0648,1208,all
ODF1,-0.1832,1208,all
ODF2,0.0968,1208,all
ODF2L,0.0101,1208,all
ODF4,-0.0689,1208,all
ODR4,-0.3186,1208,all
OFD1,0.1006,1208,all
OGA,-0.2335,1208,all
OGDH,-0.4718,1208,all
OGDHL,-0.0942,1208,all
OGFOD1,-0.1789,1208,all
OGFOD2,0.0614,1208,all
OGFOD3,-0.0138,1208,all
OGFR,-0.1632,1208,all
OGFRL1,0.0982,1208,all
OGG1,-0.0048,1208,all
OGN,0.1426,1208,all
OGT,-1.4669,1208,all
OIP5,-0.9371,1208,all
OIT3,0.0203,1208,all
OLA1,-0.1827,1208,all
OLAH,0.0931,1208,all
OLFM1,0.0423,1208,all
OLFM2,-0.0636,1208,all
OLFM3,-0.0825,1208,all
OLFM4,0.0224,1208,all
OLFML1,-0.0175,1208,all
OLFML2A,-0.0353,1208,all
OLFML2B,-0.0673,1208,all
OLFML3,-0.4037,1208,all
OLIG1,-0.068,1208,all
OLIG2,0.0179,1208,all
OLIG3,-0.1326,1208,all
OLR1,0.0583,1208,all
OMA1,-0.0487,1208,all
OMD,0.1169,1208,all
OMG,-0.0323,1208,all
OMP,0.0045,1208,all
ONECUT1,0.0884,1208,all
ONECUT2,0.0558,1208,all
ONECUT3,0.0365,1208,all
OOEP,-0.1297,1208,all
OOSP2,-0.0533,1208,all
OOSP3,0.1505,70,all
OPA1,-0.5738,1208,all
OPA3,-0.0557,1208,all
OPALIN,0.0273,1208,all
OPCML,0.0935,1208,all
OPHN1,-0.004,1208,all
OPLAH,0.1243,74,all
OPN1LW,0.0316,1165,all
OPN1SW,0.1262,1208,all
OPN3,0.0046,1208,all
OPN4,-0.1221,1208,all
OPN5,-0.021,1208,all
OPRD1,0.082,1208,all
OPRK1,0.0655,1208,all
OPRL1,0.0148,1208,all
OPRM1,0.0682,1208,all
OPRPN,-0.0338,1208,all
OPTC,-0.0034,1208,all
OPTN,0.0709,1208,all
OR10A2,-0.0055,1047,all
OR10A3,0.0349,1090,all
OR10A4,-0.2807,1090,all
OR10A5,0.0621,1090,all
OR10A7,-0.1366,1090,all
OR10AD1,-0.0435,1090,all
OR10AG1,0.0015,1090,all
OR10C1,-0.2802,1090,all
OR10D3,-0.0245,73,all
OR10G2,-0.0418,1047,all
OR10G3,-0.033,1090,all
OR10G4,-0.0026,1047,all
OR10G6,0.0214,73,all
OR10G7,0.098,1047,all
OR10G8,-0.0354,1090,all
OR10G9,-0.1007,1047,all
OR10H1,-0.1754,1047,all
OR10H2,-0.2237,1090,all
OR10H3,0.0689,1090,all
OR10H4,0.0019,1090,all
OR10H5,-0.1536,1090,all
OR10J1,0.1035,1090,all
OR10J5,-0.0036,1090,all
OR10K1,-0.1364,1090,all
OR10K2,-0.0948,1090,all
OR10P1,-0.0954,1090,all
OR10Q1,0.039,1090,all
OR10R2,-0.029,1090,all
OR10T2,-0.1767,1090,all
OR10V1,-0.0261,1090,all
OR10W1,0.0458,1090,all
OR10Z1,0.1151,1090,all
OR11A1,0.0571,1090,all
OR11H4,-0.0734,1090,all
OR11H6,-0.0506,1090,all
OR11L1,0.1156,1090,all
OR12D3,0.0877,1090,all
OR13A1,-0.0605,1090,all
OR13C2,0.1185,1047,all
OR13C3,-0.017,1090,all
OR13C4,-0.0975,1090,all
OR13C5,0.2185,1090,all
OR13C8,-0.1379,1090,all
OR13C9,0.0898,1090,all
OR13D1,-0.0599,1090,all
OR13F1,-0.1936,1090,all
OR13G1,0.0984,1090,all
OR13H1,-0.0388,1090,all
OR13J1,-0.0329,1090,all
OR14A16,-0.0216,1090,all
OR14A2,0.0549,73,all
OR14C36,0.0472,1090,all
OR14I1,0.0663,1090,all
OR14J1,-0.0252,1090,all
OR14K1,0.1323,73,all
OR1A1,-0.0218,1090,all
OR1A2,-0.0545,1090,all
OR1C1,-0.0371,1090,all
OR1D2,-0.4343,1090,all
OR1D5,-0.2802,1090,all
OR1E1,0.0242,1090,all
OR1E2,-0.3294,1090,all
OR1F1,0.0199,1090,all
OR1G1,-0.0267,1090,all
OR1I1,-0.0745,1090,all
OR1J1,-0.0293,1090,all
OR1J2,0.0997,1090,all
OR1J4,-0.035,1090,all
OR1K1,-0.0465,1090,all
OR1L1,0.0007,1090,all
OR1L3,0.0405,1090,all
OR1L4,-0.0556,1047,all
OR1L6,-0.076,1047,all
OR1L8,0.0162,1090,all
OR1M1,-0.0334,1090,all
OR1N1,-0.0516,1090,all
OR1N2,-0.0389,1090,all
OR1Q1,-0.0882,1090,all
OR2A12,0.0263,1090,all
OR2A14,-0.1224,1090,all
OR2A2,-0.0112,1090,all
OR2A25,0.0347,1090,all
OR2A5,-0.0441,1090,all
OR2AE1,-0.0731,1090,all
OR2AG1,0.034,1090,all
OR2AG2,0.0579,1090,all
OR2AJ1,0.1914,73,all
OR2AP1,-0.1059,1090,all
OR2AT4,0.0673,1090,all
OR2B11,-0.0854,1090,all
OR2B2,-0.1441,1090,all
OR2B3,-0.0124,1090,all
OR2B6,-0.0971,1090,all
OR2C1,-0.0352,1090,all
OR2C3,-0.1358,1090,all
OR2D2,-0.0425,1090,all
OR2D3,0.0588,1090,all
OR2F2,-0.0045,1090,all
OR2G2,0.0779,1090,all
OR2G3,-0.0003,1090,all
OR2G6,-0.1138,1090,all
OR2H1,-0.0441,1090,all
OR2H2,0.0452,1090,all
OR2J1,0.1613,70,all
OR2J2,-0.0341,1090,all
OR2J3,-0.065,1090,all
OR2K2,-0.0166,1090,all
OR2L13,0.0228,1090,all
OR2L2,-0.0124,1090,all
OR2L3,-0.0423,1090,all
OR2L5,-0.1436,1090,all
OR2M2,-0.0025,1090,all
OR2M3,0.0065,1090,all
OR2M4,-0.0752,1090,all
OR2M5,0.0128,1047,all
OR2M7,-0.1654,1090,all
OR2S2,-0.1472,1090,all
OR2T10,-0.0184,1090,all
OR2T12,-0.0822,1047,all
OR2T2,-0.3137,1046,all
OR2T27,-0.2075,1090,all
OR2T29,-0.1344,1046,all
OR2T35,-0.181,1046,all
OR2T4,0.0267,1090,all
OR2T5,-0.1345,1046,all
OR2T6,-0.0161,1090,all
OR2T8,-0.1276,1047,all
OR2V1,-0.1104,1090,all
OR2V2,-0.1247,1090,all
OR2W1,-0.0387,1090,all
OR2W3,-0.0183,1090,all
OR2Y1,0.0405,1090,all
OR2Z1,0.0024,1090,all
OR3A1,-0.0294,1090,all
OR4A16,-0.0296,1090,all
OR4A47,-0.4951,1090,all
OR4A5,-0.2595,1047,all
OR4B1,-0.1637,1090,all
OR4C11,-0.0602,1090,all
OR4C12,-0.0926,1090,all
OR4C13,-0.0192,1090,all
OR4C15,-0.0269,1090,all
OR4C3,-0.0623,1090,all
OR4C46,-0.4937,1090,all
OR4C5,0.1308,73,all
OR4C6,-0.0182,1090,all
OR4D1,-0.2179,1090,all
OR4D10,-0.1891,1090,all
OR4D11,-0.002,1090,all
OR4D2,-0.2359,1090,all
OR4D5,-0.0903,1090,all
OR4D6,0.1885,1090,all
OR4D9,-0.2594,1090,all
OR4E1,0.4075,70,all
OR4E2,-0.0443,1090,all
OR4F15,0.0292,1090,all
OR4F6,-0.0419,1090,all
OR4K1,-0.3893,1090,all
OR4K13,-0.1316,1090,all
OR4K14,0.014,1090,all
OR4K15,-0.1076,1090,all
OR4K17,0.0567,1090,all
OR4K2,-0.0289,1090,all
OR4K5,0.0669,1090,all
OR4L1,0.0601,1090,all
OR4M1,-0.0298,1090,all
OR4N2,-0.332,1090,all
OR4N5,-0.1255,1090,all
OR4P4,-0.0497,1090,all
OR4S1,-0.1406,1090,all
OR4S2,-0.063,1090,all
OR4X1,-0.0788,1090,all
OR51A2,0.1265,1047,all
OR51A4,0.1067,1090,all
OR51A7,0.0481,1090,all
OR51B4,0.0781,1090,all
OR51B5,0.0858,1089,all
OR51B6,-0.0393,1090,all
OR51D1,0.017,1090,all
OR51E1,0.0051,1090,all
OR51E2,0.0167,1090,all
OR51F1,0.0752,77,all
OR51F2,0.0251,1090,all
OR51G2,0.044,1090,all
OR51I1,0.0357,1090,all
OR51I2,-0.2522,1090,all
OR51L1,0.1198,1090,all
OR51M1,-0.1609,1090,all
OR51Q1,-0.0419,1090,all
OR51S1,-0.0096,1090,all
OR51T1,0.0593,1090,all
OR51V1,-0.0907,1090,all
OR52A1,-0.0443,1090,all
OR52A5,-0.0306,1090,all
OR52B2,0.0261,1090,all
OR52B6,0.1375,1090,all
OR52D1,-0.013,1090,all
OR52E2,0.0266,1090,all
OR52E4,-0.0266,1090,all
OR52E5,0.3466,70,all
OR52E6,0.0814,1090,all
OR52E8,0.0445,1090,all
OR52H1,0.0641,1090,all
OR52I1,0.1425,1090,all
OR52J3,0.1098,1090,all
OR52K1,-0.0249,1090,all
OR52K2,0.1337,1090,all
OR52L1,-0.0559,1090,all
OR52M1,-0.0421,1090,all
OR52N1,0.0747,1090,all
OR52N2,0.0832,1090,all
OR52N4,0.1025,1090,all
OR52N5,0.0811,1090,all
OR52W1,-0.1178,1090,all
OR56A1,-0.049,1090,all
OR56A3,0.0693,1090,all
OR56A4,-0.0144,77,all
OR56A5,0.1247,74,all
OR56B1,0.0693,1090,all
OR56B4,0.0599,1090,all
OR5A1,-0.1432,1090,all
OR5A2,-0.0808,1090,all
OR5AC2,-0.0227,1090,all
OR5AK2,-0.055,1090,all
OR5AN1,-0.0697,1090,all
OR5AP2,0.1498,1090,all
OR5AS1,-0.0682,1090,all
OR5AU1,-0.159,1090,all
OR5B12,0.1084,1090,all
OR5B17,-0.0842,1090,all
OR5B2,0.0113,1090,all
OR5B21,-0.0546,1090,all
OR5B3,-0.0942,1090,all
OR5C1,0.0579,1090,all
OR5D14,0.1818,1090,all
OR5D16,-0.0474,1090,all
OR5D18,-0.0312,1090,all
OR5F1,-0.1048,1090,all
OR5H14,0.096,1047,all
OR5H15,-0.1046,1047,all
OR5H2,-0.072,1090,all
OR5H6,0.0105,1090,all
OR5I1,0.0956,1090,all
OR5J2,0.0415,1090,all
OR5K1,0.0301,1047,all
OR5K3,-0.201,1090,all
OR5K4,-0.0536,1090,all
OR5L2,-0.1933,1090,all
OR5M1,-0.0296,1090,all
OR5M10,0.0372,1047,all
OR5M11,-0.0792,1090,all
OR5M3,-0.0335,1090,all
OR5M8,0.0085,1090,all
OR5M9,-0.0224,1090,all
OR5P2,0.0192,1090,all
OR5P3,0.0659,1090,all
OR5T1,0.0014,1090,all
OR5T2,-0.0869,1090,all
OR5T3,0.0851,1090,all
OR5V1,0.1201,1090,all
OR5W2,0.02,1090,all
OR6A2,-0.0412,1090,all
OR6B1,-0.0434,1090,all
OR6B2,-0.0325,1047,all
OR6B3,-0.1232,1047,all
OR6C1,-0.0012,1090,all
OR6C2,-0.0528,1090,all
OR6C3,-0.1344,1090,all
OR6C4,-0.0752,1090,all
OR6C6,-0.3386,1090,all
OR6C65,-0.0394,1090,all
OR6C68,0.1118,1090,all
OR6C70,-0.0473,1090,all
OR6C74,0.0236,1090,all
OR6C75,-0.0008,1090,all
OR6C76,-0.0452,1090,all
OR6F1,-0.0116,1090,all
OR6J1,-0.1164,73,all
OR6K2,-0.079,1090,all
OR6K3,-0.1062,1090,all
OR6M1,0.0402,1090,all
OR6N1,-0.0363,1090,all
OR6N2,0.0456,1090,all
OR6P1,-0.0219,1090,all
OR6Q1,0.033,1090,all
OR6S1,-0.0365,1090,all
OR6T1,0.0432,1090,all
OR6V1,-0.0036,1090,all
OR6X1,-0.0066,1090,all
OR6Y1,0.0046,1090,all
OR7A10,-0.3286,1090,all
OR7A17,-0.401,1090,all
OR7A5,0.1388,1090,all
OR7C1,-0.1032,1090,all
OR7C2,-0.1764,1090,all
OR7D2,0.0311,1090,all
OR7D4,-0.1455,1090,all
OR7E24,-0.1473,1090,all
OR7G1,-0.2026,1090,all
OR7G2,-0.3467,1090,all
OR7G3,-0.1882,1090,all
OR8A1,-0.2803,1090,all
OR8B12,-0.1278,1090,all
OR8B2,0.0167,1090,all
OR8B3,0.0546,1047,all
OR8B4,-0.0221,1090,all
OR8B8,0.0634,1090,all
OR8D1,0.0411,1090,all
OR8D4,0.0302,1090,all
OR8G1,0.3363,74,all
OR8G5,-0.0012,1090,all
OR8H1,-0.0092,1090,all
OR8H2,-0.0016,1090,all
OR8H3,-0.1173,1090,all
OR8I2,-0.2199,1090,all
OR8J1,-0.0538,1090,all
OR8J3,-0.0284,1090,all
OR8K1,-0.0046,1090,all
OR8K5,-0.1031,1090,all
OR8S1,-0.0942,1090,all
OR8U1,0.0179,1090,all
OR9A2,-0.0601,1090,all
OR9A4,-0.0283,1090,all
OR9G1,-0.1008,1090,all
OR9G4,-0.0322,1090,all
OR9I1,-0.0454,1090,all
OR9K2,0.058,1090,all
OR9Q1,0.0536,1090,all
OR9Q2,0.0211,1090,all
ORAI2,-0.0118,1208,all
ORAI3,-0.1183,1208,all
ORC1,-0.8067,1208,all
ORC2,-0.2258,1208,all
ORC3,-0.4662,1208,all
ORC4,-0.4915,1208,all
ORC5,-0.4598,1208,all
ORC6,-1.8751,1208,all
ORM1,-0.0646,1208,all
ORM2,0.0206,1208,all
ORMDL1,0.0875,1208,all
ORMDL2,-0.0791,1208,all
ORMDL3,-0.1329,1208,all
OS9,-0.2576,1208,all
OSBP,-0.4628,1208,all
OSBP2,-0.004,1208,all
OSBPL10,0.0162,1208,all
OSBPL11,-0.0305,1208,all
OSBPL1A,-0.0544,1208,all
OSBPL2,-0.0914,1208,all
OSBPL3,0.0529,1208,all
OSBPL5,0.0508,1208,all
OSBPL6,-0.0516,1208,all
OSBPL7,-0.1805,1208,all
OSBPL8,-0.0241,1208,all
OSBPL9,-0.1551,1208,all
OSCAR,0.0012,1208,all
OSCP1,-0.1228,1208,all
OSER1,-0.0294,1208,all
OSGEP,-1.553,1208,all
OSGEPL1,-0.0276,1208,all
OSGIN1,-0.0115,1208,all
OSGIN2,0.0144,1208,all
OSM,-0.0553,1208,all
OSMR,0.1201,1208,all
OSR1,0.1133,1208,all
OSR2,-0.0062,1208,all
OST4,-0.3758,1090,all
OSTC,-0.6165,1208,all
OSTF1,0.0621,1208,all
OSTM1,0.0462,1208,all
OSTN,0.1207,1208,all
OTC,0.0536,1208,all
OTOA,0.0127,1208,all
OTOF,-0.0113,1208,all
OTOG,0.0176,1208,all
OTOGL,-0.1147,77,all
OTOL1,0.0283,1208,all
OTOP1,-0.4179,1208,all
OTOP2,-0.1114,1208,all
OTOP3,0.1431,1208,all
OTOR,-0.0328,1208,all
OTOS,-0.0975,1208,all
OTP,-0.0807,1208,all
OTUB1,-0.1557,1208,all
OTUB2,0.0882,1208,all
OTUD1,-0.002,1208,all
OTUD3,-0.0606,1208,all
OTUD4,0.0007,1208,all
OTUD5,-0.3156,1208,all
OTUD6A,0.0755,1208,all
OTUD6B,-0.0026,1208,all
OTUD7A,-0.0304,1208,all
OTUD7B,0.0416,1208,all
OTULIN,-0.0274,1208,all
OTULINL,0.0509,1208,all
OTX1,-0.2459,1208,all
OTX2,0.0636,1208,all
OVCA2,-0.1972,1208,all
OVCH1,-0.1541,77,all
OVCH2,0.2114,74,all
OVGP1,-0.2673,1208,all
OVOL1,-0.0189,1208,all
OVOL2,-0.1076,1208,all
OVOL3,-0.1152,77,all
OXA1L,-0.5566,1208,all
OXCT1,0.1464,1208,all
OXCT2,0.0052,1208,all
OXER1,0.1525,1208,all
OXGR1,0.0393,1208,all
OXLD1,-0.1295,1208,all
OXNAD1,0.0429,1208,all
OXR1,0.0056,1208,all
OXSM,-0.2797,1208,all
OXSR1,-0.0324,1208,all
OXT,0.0058,1208,all
OXTR,0.0965,1208,all
P2RX1,-0.0414,1208,all
P2RX2,-0.1335,1208,all
P2RX3,-0.111,1208,all
P2RX4,-0.1441,1208,all
P2RX5,0.056,1208,all
P2RX6,0.051,1208,all
P2RX7,-0.1194,1208,all
P2RY1,0.0353,1208,all
P2RY10,-0.006,1208,all
P2RY11,-0.0278,1208,all
P2RY12,-0.0748,1208,all
P2RY13,0.0666,1208,all
P2RY14,-0.0514,1208,all
P2RY2,-0.1199,1208,all
P2RY4,0.1791,1208,all
P2RY6,-0.1988,1208,all
P2RY8,0.3555,74,all
P3H1,-0.2863,1208,all
P3H2,0.046,1208,all
P3H3,-0.0954,381,all
P3H4,-0.2372,1208,all
P3R3URF,0.1065,70,all
P4HA1,0.0284,1208,all
P4HA2,-0.0389,1208,all
P4HA3,-0.064,1208,all
P4HB,-0.1013,1208,all
P4HTM,-0.1416,1208,all
PA2G4,-0.4644,1208,all
PAAF1,-0.0167,1208,all
PABIR1,-0.3044,1208,all
PABIR2,0.1162,1208,all
PABIR3,0.306,1208,all
PABPC1,-1.1231,1208,all
PABPC1L,-0.0005,1208,all
PABPC3,0.0326,1208,all
PABPC4,-0.037,1208,all
PABPC4L,-0.0364,77,all
PABPC5,0.0333,1208,all
PABPN1,-1.5359,1208,all
PABPN1L,0.1023,1208,all
PACC1,0.0421,1208,all
PACRG,0.1424,1208,all
PACRGL,0.2093,1208,all
PACS1,-0.2146,1208,all
PACS2,-0.1143,1208,all
PACSIN1,0.029,1208,all
PACSIN2,0.0886,1208,all
PACSIN3,-0.1735,1208,all
PADI1,0.0595,1208,all
PADI2,-0.0158,1208,all
PADI3,-0.034,1208,all
PADI4,0.0911,1208,all
PADI6,0.0721,74,all
PAEP,-0.1282,1208,all
PAF1,-0.8316,1208,all
PAFAH1B1,-2.2639,1208,all
PAFAH1B2,0.0257,1208,all
PAFAH1B3,-0.0673,1208,all
PAFAH2,0.0016,1208,all
PAG1,-0.0131,1208,all
PAGE1,0.0489,1208,all
PAGE2,-0.0537,1090,all
PAGE2B,0.278,317,all
PAGE3,0.2805,77,all
PAGE4,0.0898,1208,all
PAGE5,0.0832,1208,all
PAGR1,-0.2358,1208,all
PAH,0.0539,1208,all
PAICS,-0.5871,1208,all
PAIP1,-0.1033,1208,all
PAIP2,-0.1126,1208,all
PAIP2B,0.0651,1208,all
PAK1,-0.1679,1208,all
PAK1IP1,-1.418,1208,all
PAK2,-0.2159,1208,all
PAK3,-0.06,1208,all
PAK4,-0.0804,1208,all
PAK5,0.0353,1208,all
PAK6,-0.0783,1208,all
PALB2,-0.3411,1208,all
PALD1,0.0408,1208,all
PALLD,0.1188,1208,all
PALM,-0.1013,1208,all
PALM2AKAP2,0.0605,383,all
PALM3,-0.0958,1208,all
PALMD,-0.0419,1208,all
PALS1,0.0105,1208,all
PALS2,0.0438,1208,all
PAM,0.0294,1208,all
PAM16,-1.6103,1208,all
PAMR1,0.0192,1208,all
PAN2,-0.1983,1208,all
PAN3,-0.0583,1208,all
PANK1,-0.0025,1208,all
PANK2,-0.0028,1208,all
PANK3,-0.1963,1208,all
PANK4,-0.0057,1208,all
PANX1,0.0406,1208,all
PANX2,0.0503,1208,all
PANX3,0.0644,1208,all
PAOX,-0.0628,1208,all
PAPLN,-0.0229,1208,all
PAPOLA,-0.1616,1208,all
PAPOLB,-0.0277,70,all
PAPOLG,0.0675,1208,all
PAPPA,-0.192,1208,all
PAPPA2,0.0595,1208,all
PAPSS1,-0.0203,1208,all
PAPSS2,-0.0112,1208,all
PAQR3,-0.1654,1208,all
PAQR4,-0.1297,1208,all
PAQR5,0.0115,1208,all
PAQR6,-0.2764,1208,all
PAQR7,0.0109,1208,all
PAQR8,-0.1067,1208,all
PAQR9,-0.0316,1208,all
PARD3,-0.1145,1208,all
PARD3B,0.0474,1208,all
PARD6A,0.0433,1208,all
PARD6B,-0.2178,1208,all
PARD6G,-0.0851,1208,all
PARG,-0.3845,74,all
PARK7,-0.0726,1208,all
PARL,-0.2866,1208,all
PARM1,0.0022,1208,all
PARN,-0.3767,1208,all
PARP1,-0.2093,1208,all
PARP10,-0.0974,1208,all
PARP11,0.0042,1208,all
PARP12,0.0488,1208,all
PARP14,-0.0113,1208,all
PARP15,-0.0134,1208,all
PARP16,-0.0553,1208,all
PARP2,-0.0263,1208,all
PARP3,-0.0609,1208,all
PARP4,0.0137,1208,all
PARP6,-0.0663,1208,all
PARP8,0.0314,1208,all
PARP9,0.0698,1208,all
PARPBP,-0.0319,1208,all
PARS2,-0.5847,1208,all
PARVA,0.0241,383,all
PARVB,0.0443,1208,all
PARVG,0.1515,1208,all
PASD1,0.097,1208,all
PASK,0.0089,1208,all
PATE1,0.247,1208,all
PATE2,0.1427,1208,all
PATE3,0.1314,1208,all
PATE4,0.1005,1208,all
PATJ,-0.0524,1208,all
PATL1,-0.0475,1208,all
PATL2,0.0811,1208,all
PATZ1,-0.1329,1208,all
PAWR,0.1673,1208,all
PAX1,0.0052,1208,all
PAX2,-0.0598,1208,all
PAX3,-0.0366,1208,all
PAX4,0.0113,1208,all
PAX5,-0.088,1208,all
PAX6,0.0286,1208,all
PAX7,0.0247,1208,all
PAX8,-0.1866,1208,all
PAX9,0.0361,1208,all
PAXBP1,-1.028,1208,all
PAXIP1,-0.2264,1208,all
PAXX,-0.0143,1208,all
PBDC1,0.0443,1208,all
PBK,0.0575,1208,all
PBLD,-0.0396,1208,all
PBOV1,0.2296,1208,all
PBRM1,-0.1397,1208,all
PBX1,0.0101,1208,all
PBX2,-0.2518,1208,all
PBX3,0.0299,1208,all
PBX4,-0.0604,1208,all
PBXIP1,-0.1072,1208,all
PC,-0.361,1208,all
PCARE,0.0301,1208,all
PCBD1,0.0381,1208,all
PCBD2,-0.127,1208,all
PCBP1,-1.3679,1208,all
PCBP2,-1.4707,1208,all
PCBP3,0.0255,1208,all
PCBP4,0.0119,1208,all
PCCA,0.0838,1208,all
PCCB,-0.0858,1208,all
PCDH1,0.0619,1208,all
PCDH10,-0.1272,1208,all
PCDH11X,0.0763,1090,all
PCDH11Y,0.3861,77,all
PCDH12,0.0787,1208,all
PCDH15,0.099,1208,all
PCDH17,0.0461,1208,all
PCDH18,0.0315,1208,all
PCDH19,-0.0381,1208,all
PCDH20,-0.0801,1208,all
PCDH7,-0.0582,1208,all
PCDH8,-0.006,1208,all
PCDH9,0.0872,1208,all
PCDHA1,-0.0249,1208,all
PCDHA10,0.032,1208,all
PCDHA11,-0.0315,1208,all
PCDHA12,-0.0849,1208,all
PCDHA13,-0.123,1208,all
PCDHA2,-0.0472,1208,all
PCDHA3,-0.0854,1208,all
PCDHA4,-0.1756,1208,all
PCDHA5,0.1002,1208,all
PCDHA6,-0.0467,1165,all
PCDHA7,-0.0621,1208,all
PCDHA8,-0.018,1208,all
PCDHA9,-0.0397,1165,all
PCDHAC1,-0.0881,1208,all
PCDHAC2,-0.0321,1208,all
PCDHB1,-0.0406,1208,all
PCDHB10,0.0322,1208,all
PCDHB11,-0.0041,1208,all
PCDHB12,0.1097,1208,all
PCDHB13,0.0986,1208,all
PCDHB14,-0.0317,1208,all
PCDHB15,-0.0871,1208,all
PCDHB16,-0.038,1208,all
PCDHB2,-0.1119,1208,all
PCDHB3,-0.0121,1208,all
PCDHB4,-0.0542,1208,all
PCDHB5,-0.0443,1208,all
PCDHB6,-0.0362,1208,all
PCDHB7,-0.1374,1208,all
PCDHB8,0.0114,1208,all
PCDHB9,0.2385,74,all
PCDHGA1,-0.0674,1208,all
PCDHGA10,-0.0808,1208,all
PCDHGA11,0.0777,1208,all
PCDHGA12,-0.0458,1208,all
PCDHGA2,0.031,1208,all
PCDHGA3,0.0202,1208,all
PCDHGA4,-0.1029,1089,all
PCDHGA5,-0.0082,1208,all
PCDHGA6,0.0092,1208,all
PCDHGA7,-0.1542,1208,all
PCDHGA8,0.0012,1208,all
PCDHGA9,0.0416,1208,all
PCDHGB1,-0.0886,1208,all
PCDHGB2,0.0142,1208,all
PCDHGB3,-0.0692,1208,all
PCDHGB4,0.0283,1208,all
PCDHGB5,0.1258,70,all
PCDHGB6,0.0124,1208,all
PCDHGB7,0.0827,1208,all
PCDHGC3,-0.1606,1208,all
PCDHGC4,0.0233,1208,all
PCDHGC5,-0.0762,1208,all
PCED1A,0.0551,1208,all
PCED1B,-0.196,1208,all
PCF11,-1.0519,1208,all
PCGF1,-0.0384,1208,all
PCGF2,-0.1822,1208,all
PCGF3,-0.0346,1208,all
PCGF5,-0.0355,1208,all
PCGF6,-0.1698,1208,all
PCID2,-1.1338,1208,all
PCIF1,-0.1268,1208,all
PCK1,-0.0504,1208,all
PCK2,-0.068,1208,all
PCLAF,-0.0084,1208,all
PCLO,0.0992,1208,all
PCM1,-0.2754,1208,all
PCMT1,-0.1023,1208,all
PCMTD1,-0.1142,1208,all
PCMTD2,-0.1276,1208,all
PCNA,-3.0645,1208,all
PCNP,-0.3164,1208,all
PCNT,-0.2466,1208,all
PCNX1,-0.0229,1208,all
PCNX2,-0.071,1208,all
PCNX3,-0.4725,1208,all
PCNX4,0.1171,77,all
PCOLCE,-0.0745,1208,all
PCOLCE2,-0.0113,1208,all
PCP2,-0.0389,1208,all
PCP4,0.0541,1208,all
PCP4L1,0.0492,1208,all
PCSK1,0.018,1208,all
PCSK1N,0.1182,1208,all
PCSK2,0.0772,1208,all
PCSK4,0.0566,1208,all
PCSK5,0.0012,1208,all
PCSK6,0.2798,74,all
PCSK7,-0.036,1208,all
PCSK9,-0.2369,1208,all
PCTP,0.0258,1208,all
PCYOX1,0.01,1208,all
PCYOX1L,0.0658,1208,all
PCYT1A,-0.4938,1208,all
PCYT1B,0.01,1208,all
PCYT2,-0.1439,1208,all
PDAP1,-1.047,1208,all
PDC,-0.0597,1208,all
PDCD1,0.0326,1208,all
PDCD10,0.2282,1208,all
PDCD11,-1.4002,1208,all
PDCD1LG2,0.1037,1208,all
PDCD2,-1.3715,1208,all
PDCD2L,-0.0364,1208,all
PDCD4,0.0552,1208,all
PDCD5,-0.4964,1208,all
PDCD6,-0.3683,1208,all
PDCD6IP,-0.4645,1208,all
PDCD7,-0.7091,1208,all
PDCL,-0.3719,1208,all
PDCL2,-0.1317,1208,all
PDCL3,-0.2754,1208,all
PDE10A,0.0646,1208,all
PDE11A,0.0031,1208,all
PDE12,-0.3585,1208,all
PDE1A,0.098,1208,all
PDE1B,0.013,1208,all
PDE1C,-0.0787,1208,all
PDE2A,-0.0636,1208,all
PDE3A,0.0616,1208,all
PDE3B,0.0323,1208,all
PDE4A,-0.1306,1208,all
PDE4B,-0.0296,1208,all
PDE4C,-0.085,1208,all
PDE4D,0.0201,1208,all
PDE4DIP,-0.5532,1208,all
PDE5A,0.0417,1208,all
PDE6A,0.111,1208,all
PDE6B,-0.0354,1208,all
PDE6C,0.0312,1208,all
PDE6D,-0.0598,1208,all
PDE6G,-0.158,1208,all
PDE6H,0.0771,1208,all
PDE7A,-0.0836,1208,all
PDE7B,0.0246,1208,all
PDE8A,-0.044,1208,all
PDE8B,-0.092,1208,all
PDE9A,0.0556,1208,all
PDF,-0.0731,1208,all
PDGFA,0.0144,1208,all
PDGFB,0.0521,1208,all
PDGFC,0.1159,1208,all
PDGFD,0.0226,1208,all
PDGFRA,-0.1974,1208,all
PDGFRB,-0.087,1208,all
PDGFRL,-0.0111,1208,all
PDHA1,-0.0032,1208,all
PDHA2,-0.0775,1208,all
PDHB,-0.054,1208,all
PDHX,0.0001,1208,all
PDIA2,-0.002,1208,all
PDIA3,-0.0646,1208,all
PDIA4,-0.1006,1208,all
PDIA5,0.1889,1208,all
PDIA6,0.0248,1208,all
PDIK1L,-0.0166,1208,all
PDILT,0.0564,1208,all
PDK1,0.0124,1208,all
PDK2,-0.2653,1208,all
PDK3,-0.0652,1208,all
